"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 07 04:05:32 GMT 2023","Tue Feb 07 04:05:42 GMT 2023","9840","realtime","","","","","remove all subscriptions from client","When you remove all subscription then no events have to be returned"
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","1","realtime","multiple subscriptions","","","","multiple subscriptions 0",""
"passed","Tue Feb 07 04:04:58 GMT 2023","Tue Feb 07 04:04:59 GMT 2023","858","storage","update bucket","","","","update bucket 1","update bucket should change bucket both public->private and back"
"skipped","Tue Feb 07 04:05:10 GMT 2023","Tue Feb 07 04:05:10 GMT 2023","1","realtime","","","","","[skip-local] receive event when connected to realtime",""
"passed","Tue Feb 07 04:05:01 GMT 2023","Tue Feb 07 04:05:02 GMT 2023","1246","storage","","","","","list files","list files in bucket"
"passed","Tue Feb 07 04:06:12 GMT 2023","Tue Feb 07 04:06:13 GMT 2023","1034","triggers","","","","","trigger works","Insert user profile to trigger the a according trigger"
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 1",""
"passed","Tue Feb 07 04:05:03 GMT 2023","Tue Feb 07 04:05:04 GMT 2023","667","storage","","","","","get public link to file","get public link to file in the public bucket"
"passed","Tue Feb 07 04:05:08 GMT 2023","Tue Feb 07 04:05:10 GMT 2023","1739","realtime","","","","","connect to realtime","When you call ""on"" table then connected realtime client should be returned"
"passed","Tue Feb 07 04:05:58 GMT 2023","Tue Feb 07 04:05:58 GMT 2023","513","auth_admin","","","","","get user should work","When you get user by id he has to be returned"
"passed","Tue Feb 07 04:05:47 GMT 2023","Tue Feb 07 04:05:48 GMT 2023","821","authentication","","","","","get user should return logged in user","When user is signed in then he should be able to get his info and metadata"
"skipped","Tue Feb 07 04:05:58 GMT 2023","Tue Feb 07 04:05:58 GMT 2023","1","auth_admin","get url for provider","","","","get url for provider 2",""
"passed","Tue Feb 07 04:05:59 GMT 2023","Tue Feb 07 04:06:00 GMT 2023","1158","auth_admin","","","","","delete user should work","When you delete user then this user has to be removed"
"passed","Tue Feb 07 04:06:00 GMT 2023","Tue Feb 07 04:06:02 GMT 2023","1746","auth_admin","","","","","delete user with anon key should fail","When you delete user with anon key you have to receive an error"
"passed","Tue Feb 07 04:05:48 GMT 2023","Tue Feb 07 04:05:49 GMT 2023","1041","authentication","","","","","set session should set new auth","When user changes session then he still should be correctly logined"
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 1",""
"passed","Tue Feb 07 04:04:56 GMT 2023","Tue Feb 07 04:04:57 GMT 2023","1081","storage","","","","","list buckets as admin","list buckets should return all buckets"
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 1",""
"passed","Tue Feb 07 04:05:46 GMT 2023","Tue Feb 07 04:05:47 GMT 2023","1258","authentication","","","","","existing users should be able to login","When user is already signed up then he should be able to log in"
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 0",""
"passed","Tue Feb 07 04:04:52 GMT 2023","Tue Feb 07 04:04:53 GMT 2023","505","storage","create bucket","","","","create bucket 0","When you create public bucket then it has to be available"
"passed","Tue Feb 07 04:05:52 GMT 2023","Tue Feb 07 04:05:52 GMT 2023","690","auth_admin","","","","","user created by admin can login","When you create user then he can sign in"
"passed","Tue Feb 07 04:05:44 GMT 2023","Tue Feb 07 04:05:45 GMT 2023","1472","authentication","","","","","sing up new user and sign in","When user sign up then he should not be logged in until he confirms his email"
"passed","Tue Feb 07 04:05:05 GMT 2023","Tue Feb 07 04:05:06 GMT 2023","873","storage","get signed link to file","","","","get signed link to file 1","get signed link to file in the bucket"
"passed","Tue Feb 07 04:04:57 GMT 2023","Tue Feb 07 04:04:58 GMT 2023","644","storage","","","","","get bucket","get bucket should return bucket info"
"passed","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:22 GMT 2023","9839","realtime","","","","","unsubscribe from table","When you unsubscribe from table then no events have to be returned"
"skipped","Tue Feb 07 04:05:03 GMT 2023","Tue Feb 07 04:05:03 GMT 2023","0","storage","","","","","[skip-local] copy file in bucket",""
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 2",""
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","","","","","subscribe from 2 clients",""
"passed","Tue Feb 07 04:05:55 GMT 2023","Tue Feb 07 04:05:56 GMT 2023","1223","auth_admin","","","","","list users with anon key should fail","When you try to list user with anon key then you should get error"
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 2",""
"passed","Tue Feb 07 04:06:09 GMT 2023","Tue Feb 07 04:06:11 GMT 2023","1681","postgrest","","","","","delete row","User can delete his profile in profiles table"
"passed","Tue Feb 07 04:05:04 GMT 2023","Tue Feb 07 04:05:05 GMT 2023","878","storage","get signed link to file","","","","get signed link to file 0","get signed link to file in the bucket"
"passed","Tue Feb 07 04:05:04 GMT 2023","Tue Feb 07 04:05:04 GMT 2023","662","storage","","","","","get public link to private file","get public link to file in the private bucket"
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","1","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 3",""
"passed","Tue Feb 07 04:05:02 GMT 2023","Tue Feb 07 04:05:03 GMT 2023","881","storage","","","","","download file from bucket","download file"
"passed","Tue Feb 07 04:04:53 GMT 2023","Tue Feb 07 04:04:55 GMT 2023","1339","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 0","There has to be default RLS policy to not allow users to create bucket"
"passed","Tue Feb 07 04:05:53 GMT 2023","Tue Feb 07 04:05:54 GMT 2023","1230","auth_admin","","","","","admin create user with logged in user should fail","When you try to create user as logged in user then you should get error"
"skipped","Tue Feb 07 04:05:48 GMT 2023","Tue Feb 07 04:05:48 GMT 2023","1","authentication","","","","","update user should update logged in user",""
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 0",""
"passed","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","619","realtime","","","","","get supabase client subscriptions","When you create 2 subs (1 subscribed and 1 not yet) then both should be returned on get subs"
"passed","Tue Feb 07 04:06:04 GMT 2023","Tue Feb 07 04:06:05 GMT 2023","1038","rpc","","","","","call rpc with head option","When you call rpc with head param, no data should be returned"
"passed","Tue Feb 07 04:05:00 GMT 2023","Tue Feb 07 04:05:01 GMT 2023","662","storage","","","","","upload to bucket","upload to bucket"
"passed","Tue Feb 07 04:06:02 GMT 2023","Tue Feb 07 04:06:03 GMT 2023","1068","rpc","","","","","call rpc and get result","When you call rpc then you are able to receive its result"
"passed","Tue Feb 07 04:06:07 GMT 2023","Tue Feb 07 04:06:08 GMT 2023","1027","postgrest","","","","","select row","User can select his profile from profiles table"
"passed","Tue Feb 07 04:05:10 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","1853","realtime","","","","","you should get no events until subscribe","When you call ""on"" table but not subscribe then no events have to be returned"
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","multiple subscriptions","","","","multiple subscriptions 2",""
"passed","Tue Feb 07 04:05:52 GMT 2023","Tue Feb 07 04:05:53 GMT 2023","636","auth_admin","","","","","admin create user with anon key should fail","When you try to create user with anon key then you should get error"
"passed","Tue Feb 07 04:05:56 GMT 2023","Tue Feb 07 04:05:58 GMT 2023","1533","auth_admin","","","","","list users as logged in user should fail","When you try to list user as logged in user then you should get error"
"passed","Tue Feb 07 04:04:59 GMT 2023","Tue Feb 07 04:05:00 GMT 2023","877","storage","","","","","delete bucket","get bucket should return bucket info"
"skipped","Tue Feb 07 04:06:12 GMT 2023","Tue Feb 07 04:06:12 GMT 2023","11","functions","","","","","set auth",""
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","multiple subscriptions","","","","multiple subscriptions 1",""
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 3",""
"passed","Tue Feb 07 04:06:08 GMT 2023","Tue Feb 07 04:06:09 GMT 2023","1240","postgrest","","","","","update row","User can update his profile in profiles table"
"passed","Tue Feb 07 04:05:51 GMT 2023","Tue Feb 07 04:05:52 GMT 2023","308","auth_admin","","","","","create user via admin api","When you create user then it has to be in auth db schema"
"passed","Tue Feb 07 04:05:58 GMT 2023","Tue Feb 07 04:05:59 GMT 2023","516","auth_admin","","","","","update user should work","When you update user then this user has to be updated"
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 2",""
"passed","Tue Feb 07 04:06:03 GMT 2023","Tue Feb 07 04:06:04 GMT 2023","1044","rpc","","","","","call rpc method that has params","When you call rpc, params should be passed properly"
"passed","Tue Feb 07 04:05:06 GMT 2023","Tue Feb 07 04:05:07 GMT 2023","882","storage","","","","","update file","update file check if it will change"
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","1","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 1",""
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 3",""
"passed","Tue Feb 07 04:05:49 GMT 2023","Tue Feb 07 04:05:50 GMT 2023","1139","authentication","","","","","[skip-stage] on auth state changed should return events","When user subscribes on auth changes then user has to receive auth updates"
"skipped","Tue Feb 07 04:05:03 GMT 2023","Tue Feb 07 04:05:03 GMT 2023","0","storage","","","","","[skip-local] move file in bucket",""
"passed","Tue Feb 07 04:05:54 GMT 2023","Tue Feb 07 04:05:55 GMT 2023","822","auth_admin","","","","","list users with service key","When you list users then you should get all users"
"passed","Tue Feb 07 04:04:53 GMT 2023","Tue Feb 07 04:04:53 GMT 2023","447","storage","create bucket","","","","create bucket 1","When you create public bucket then it has to be available"
"passed","Tue Feb 07 04:05:43 GMT 2023","Tue Feb 07 04:05:44 GMT 2023","364","authentication","","","","","signup should create user","When user sign up then corresponding user in auth schema should be created"
"skipped","Tue Feb 07 04:05:58 GMT 2023","Tue Feb 07 04:05:58 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 0",""
"passed","Tue Feb 07 04:04:55 GMT 2023","Tue Feb 07 04:04:56 GMT 2023","1250","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 1","There has to be default RLS policy to not allow users to create bucket"
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 0",""
"passed","Tue Feb 07 04:05:22 GMT 2023","Tue Feb 07 04:05:32 GMT 2023","9848","realtime","","","","","remove one subscription from client","When you remove one subscription then only events from another have to be returned"
"skipped","Tue Feb 07 04:05:58 GMT 2023","Tue Feb 07 04:05:58 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 1",""
"passed","Tue Feb 07 04:05:45 GMT 2023","Tue Feb 07 04:05:46 GMT 2023","944","authentication","","","","","create new users by phone auth","When user sign up with phone then he should be logged in"
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 2",""
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 0",""
"skipped","Tue Feb 07 04:05:12 GMT 2023","Tue Feb 07 04:05:12 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 3",""
"passed","Tue Feb 07 04:06:06 GMT 2023","Tue Feb 07 04:06:07 GMT 2023","862","postgrest","","","","","insert row","User can insert profile for himself according to RLS to profiles table"
"passed","Tue Feb 07 04:04:58 GMT 2023","Tue Feb 07 04:04:58 GMT 2023","865","storage","update bucket","","","","update bucket 0","update bucket should change bucket both public->private and back"
